Date (ISO Year Week),Country/Territory,Cost
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Isle of Man,3.13
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Sweden,150.556527
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",South Africa,511.148161
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",United States,26523.02203
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Poland,138.25
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Switzerland,154.95
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Italy,609.156351
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Spain,320.124736
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Luxembourg,18.2
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Germany,352.69
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",France,1045.118514
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Belgium,177.64
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Türkiye,213.75
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",United Kingdom,2905.467072
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Finland,55.5
"Feb 13, 2023 to Feb 19, 2023 (Week 7)",Norway,74.97
"Feb 12, 2024 to Feb 18, 2024 (Week 7)",Canada,4978.460934
"Feb 12, 2024 to Feb 18, 2024 (Week 7)",United States,38186.57709
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Denmark,78.3447
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Israel,120.818892
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Spain,170.120894
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Switzerland,63.455682
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",United States,26317.88254
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Finland,9.36
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Germany,462.063474
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Ireland,82.16574
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Italy,189.993568
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Portugal,67.027769
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Norway,37.806425
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Belgium,98.849322
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Sweden,86.104112
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",France,176.869921
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Canada,3175.981684
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Austria,10.29
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",United Kingdom,3689.029552
"Feb 10, 2025 to Feb 16, 2025 (Week 7)",Netherlands,184.089304
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",Sweden,4.28
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",Portugal,2.61
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",Italy,7.07
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",Israel,16.01
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",United States,11996.67716
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",Canada,77.74
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",Belgium,12.22
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",France,11.41
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",Netherlands,7.99
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",Isle of Man,5.05
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",United Kingdom,799.52
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",Spain,7.9
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",Ireland,18.73
"Feb 1, 2021 to Feb 7, 2021 (Week 5)",Germany,11.47
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Netherlands,82.478537
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Portugal,21.82
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",France,45.420951
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Denmark,30.42
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Belgium,27.18
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Ireland,49.370071
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Spain,48.94
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Sweden,14.32
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Italy,166.735944
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Canada,3138.594325
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Israel,161.532458
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Finland,12.456404
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",United States,26710.44931
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Austria,40.71
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Germany,376.491068
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Switzerland,11.437173
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",Norway,5.14
"Dec 9, 2024 to Dec 15, 2024 (Week 50)",United Kingdom,1320.420263
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Singapore,224.25
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Japan,84.4
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Malaysia,185.39
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Germany,306.12
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Canada,982.14
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Thailand,50.1
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Poland,64.02
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",United Kingdom,940.53
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",United States,8023.59
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Switzerland,54.3
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Australia,663.66
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Vietnam,90.21
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",New Zealand,88.4
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Philippines,348.89
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Norway,25.79
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Italy,157.01
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Indonesia,397.76
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Ireland,61.13
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",South Africa,448.01
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Finland,33.46
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Spain,166.14
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",France,139.31
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Türkiye,100.67
"Dec 6, 2021 to Dec 12, 2021 (Week 49)",Sweden,68.97
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",France,143.38
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Ireland,90.54
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",United States,19897.53249
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",United Kingdom,1625.57
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Spain,267.02
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Isle of Man,7.97
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Sweden,98.85
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Poland,79.4
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Türkiye,109.35951
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Switzerland,58.16
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Finland,26.01
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Germany,342.38
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Canada,2195.620304
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Norway,42.18
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",Italy,201.07
"Dec 5, 2022 to Dec 11, 2022 (Week 49)",South Africa,616.534206
"Dec 4, 2023 to Dec 10, 2023 (Week 49)",Germany,956.297943
"Dec 4, 2023 to Dec 10, 2023 (Week 49)",United States,30002.39297
"Dec 4, 2023 to Dec 10, 2023 (Week 49)",Canada,3075.756715
"Dec 4, 2023 to Dec 10, 2023 (Week 49)",United Kingdom,3854.838937
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",United Kingdom,1283.357767
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",United States,19410.2728
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Ireland,23.74
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Germany,283.135383
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Israel,68.08
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Netherlands,43.82
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Norway,0.31
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Belgium,23.24
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Denmark,15.2
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Austria,4.01
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Canada,2279.380419
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Italy,69.66
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Andorra,4.7
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Spain,59.58
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Sweden,10.14
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",France,69.814927
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Switzerland,48.083311
"Dec 30, 2024 to Jan 5, 2025 (Week 1)",Portugal,9.79
"Dec 28, 2020 to Jan 3, 2021 (Week 53)",France,0.23
"Dec 28, 2020 to Jan 3, 2021 (Week 53)",Germany,0.85
"Dec 28, 2020 to Jan 3, 2021 (Week 53)",Canada,1.08
"Dec 28, 2020 to Jan 3, 2021 (Week 53)",United States,127.600581
"Dec 28, 2020 to Jan 3, 2021 (Week 53)",Portugal,0.14
"Dec 28, 2020 to Jan 3, 2021 (Week 53)",Spain,1.73
"Dec 28, 2020 to Jan 3, 2021 (Week 53)",United Kingdom,1.11
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Vietnam,26.46
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Poland,38.24
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",France,56.73
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",United States,3054.39
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Sweden,100.6
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Finland,10.63
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Japan,33.98
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Türkiye,38.93
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Philippines,129.98
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Australia,182.61
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Ireland,9.85
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Canada,388.27
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",South Africa,296.03
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Spain,46.15
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Thailand,19.39
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Singapore,78.02
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Malaysia,85.5
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",New Zealand,7.57
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Germany,71.21
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Norway,12.64
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Indonesia,167.9
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Switzerland,21.09
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",Italy,42.95
"Dec 27, 2021 to Jan 2, 2022 (Week 52)",United Kingdom,195.34
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",Italy,100.29
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",Türkiye,125.12
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",Norway,75.426329
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",Switzerland,59.23
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",Finland,33.97
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",United States,10626.94137
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",South Africa,362.09
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",France,183.87
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",Sweden,91.18
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",Germany,212.18
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",Canada,1242.329678
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",Ireland,87.09
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",Poland,101.91
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",United Kingdom,1041.393195
"Dec 26, 2022 to Jan 1, 2023 (Week 52)",Spain,223.34
"Dec 25, 2023 to Dec 31, 2023 (Week 52)",Canada,502.153344
"Dec 25, 2023 to Dec 31, 2023 (Week 52)",United States,5449.832419
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Sweden,17.155469
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Spain,29.77
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",United Kingdom,1221.146792
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Austria,1.76
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Canada,1617.074417
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Belgium,15.13
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Italy,65.44873
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Portugal,13.36
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Ireland,5.713221
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Iceland,4.87
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Netherlands,67.95
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Germany,201.404762
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Israel,132.658791
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",France,172.43
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",United States,14276.0349
"Dec 23, 2024 to Dec 29, 2024 (Week 52)",Switzerland,1.96
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Spain,162.55
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Canada,1029.03
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",United Kingdom,784.07
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Indonesia,426.33
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Switzerland,51.05
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Malaysia,203.6
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Singapore,226.13
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Ireland,61.97
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Finland,15.06
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Sweden,167.16
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Philippines,320.44
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",France,180.86
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Poland,50.73
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Vietnam,98.18
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",United States,8025.74
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Türkiye,137.18
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Japan,66.53
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Isle of Man,2.39
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Thailand,105.77
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Australia,360.82
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",South Africa,664.92
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Italy,136.01
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Germany,301.46
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",Norway,17.04
"Dec 20, 2021 to Dec 26, 2021 (Week 51)",New Zealand,40.94
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Switzerland,12.67
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Sweden,41.77
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",United Kingdom,1437.564924
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Finland,0.31
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Norway,16.23
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",France,86.621962
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Israel,113.196633
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Belgium,6.74
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",United States,30906.15867
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Netherlands,75.41
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Austria,25.87
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Denmark,39.62
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Ireland,2.55
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Germany,293.498498
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Portugal,1.91
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Italy,183.94349
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Canada,3446.669277
"Dec 2, 2024 to Dec 8, 2024 (Week 49)",Spain,61.583644
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Italy,101.05
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Türkiye,176.14
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",South Africa,273.33
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Sweden,78.41
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",United Kingdom,832.62
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Finland,33.429004
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Isle of Man,1.52
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",United States,11305.42577
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Poland,73.05
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Canada,1604.204461
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Ireland,86.75
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Spain,221.65
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Norway,29.85
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Germany,232.32
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",France,159.32
"Dec 19, 2022 to Dec 25, 2022 (Week 51)",Switzerland,80.69
"Dec 18, 2023 to Dec 24, 2023 (Week 51)",United States,16398.38535
"Dec 18, 2023 to Dec 24, 2023 (Week 51)",Canada,1730.919139
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Norway,6.95488
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Germany,345.975013
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",United Kingdom,1359.470352
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Austria,19.981113
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Switzerland,31.43
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Finland,2.74
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",United States,25354.8065
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Canada,2828.676378
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Israel,53.081923
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Ireland,0.48
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Italy,138.235863
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Denmark,6.73
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",France,96.34212
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Belgium,30.63
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Spain,14.15
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Portugal,34.12
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Netherlands,30.81
"Dec 16, 2024 to Dec 22, 2024 (Week 51)",Sweden,29.49
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",New Zealand,108.85
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Singapore,173.91
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",United Kingdom,1072.95
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Türkiye,106.6
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",France,252.99
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Vietnam,110.16
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Spain,277.58
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",South Africa,612.49
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Norway,18.63
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Indonesia,497.41
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Italy,253.51
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Philippines,457.35
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",United States,10506.89
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Switzerland,47.07
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Australia,698.86
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Poland,63.43
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Thailand,90.33
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Ireland,82.66
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Canada,1418.92
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Germany,359.6
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Sweden,228.36
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Japan,75.66
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Malaysia,269.33
"Dec 13, 2021 to Dec 19, 2021 (Week 50)",Finland,61.16
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",South Africa,364.93
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Türkiye,159.69
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",France,133.77
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Canada,1740.708921
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Germany,273.4
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Norway,43.71
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Switzerland,81.57
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Spain,228.58
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Finland,24.41
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Sweden,104.76
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Poland,65.23
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",United Kingdom,1213.91
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Isle of Man,1.76
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Italy,103.99
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",Ireland,70.59
"Dec 12, 2022 to Dec 18, 2022 (Week 50)",United States,16709.33975
"Dec 11, 2023 to Dec 17, 2023 (Week 50)",France,282.18
"Dec 11, 2023 to Dec 17, 2023 (Week 50)",Germany,808.010931
"Dec 11, 2023 to Dec 17, 2023 (Week 50)",United States,31652.73253
"Dec 11, 2023 to Dec 17, 2023 (Week 50)",Canada,3207.629222
"Dec 11, 2023 to Dec 17, 2023 (Week 50)",United Kingdom,2788.179557
"Dec 11, 2023 to Dec 17, 2023 (Week 50)",Italy,359.84
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Japan,5.09
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Finland,8.57
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",United States,4976.88
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Switzerland,9.92
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Italy,45.36
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Norway,29.17
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Singapore,26.07
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Ireland,24.22
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Germany,32.24
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Canada,704.78
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Indonesia,64.45
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Vietnam,21.5
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Spain,22.01
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Thailand,22.74
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",New Zealand,19.99
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Poland,7.63
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Malaysia,40.53
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",United Kingdom,126.68
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",South Africa,761.64
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Sweden,34.49
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Australia,44.66
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Türkiye,55.38
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",France,19.32
"Aug 9, 2021 to Aug 15, 2021 (Week 32)",Philippines,105.55
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Indonesia,51.39
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Canada,2927.64
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Finland,64.15
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Thailand,30.51
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Australia,337.57
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",South Africa,798.557334
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Philippines,187.62
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Ireland,303.76
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Japan,37.56
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Sweden,344.94
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",United States,23912.57267
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Malaysia,83.15
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Italy,340.25
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",United Kingdom,3548.109887
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Germany,847.69
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Vietnam,76.13
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Singapore,62.87
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",France,546.8
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Türkiye,295.63
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Switzerland,222.38
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",New Zealand,29.44
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Poland,207.37
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Spain,442.81
"Aug 8, 2022 to Aug 14, 2022 (Week 32)",Norway,108.14
